Node Name,Relevant TO,Sheets,Voltage (Derived),Site Name,latitude,longitude,Full Name
PENE11,NGET,B-3-1c,132,PENWORTHAM EAST,53.7463378,-2.7566,PENWORTHAM EAST 132kV
PENI4A,NGET,B-2-2c,400,PENISARWAUN,53.154192,-4.177738,PENISARWAUN 400kV
PENN11,NGET,B-3-1c,132,PENN,52.5569243,-2.2097993,PENN 132kV
PENN21,NGET,"B-2-1c, B-3-1c",275,PENN,52.5569243,-2.2097993,PENN 275kV
PENN4A,NGET,"B-2-1c, B-3-1c",400,PENN,52.5569243,-2.2097993,PENN 400kV
PENN4B,NGET,"B-2-1c, B-3-1c",400,PENN,52.5569243,-2.2097993,PENN 400kV
PENT11,NGET,B-3-1c,132,PENTIR,53.1875703,-4.1579717,PENTIR 132kV
PENT41,NGET,"B-2-1c, B-2-2c, B-3-1c, B-4-1c",400,PENTIR,53.1875703,-4.1579717,PENTIR 400kV
PENW11,NGET,B-3-1c,132,PENWORTHAM WEST,53.744952,-2.758149,PENWORTHAM WEST 132kV
PERS1Q,SHET,"B-2-1a, B-3-1a",132,PERSLEY,57.174656,-2.139191,PERSLEY 132kV
PERS1R,SHET,"B-2-1a, B-3-1a",132,PERSLEY,57.174656,-2.139191,PERSLEY 132kV
PERS2Q,SHET,"B-2-1a, B-2-2a, B-3-1a",275,PERSLEY,57.174656,-2.139191,PERSLEY 275kV
PERS2R,SHET,"B-2-1a, B-3-1a",275,PERSLEY,57.174656,-2.139191,PERSLEY 275kV
PERS3-,SHET,B-3-1a,33,PERSLEY,57.174656,-2.139191,PERSLEY 33kV
PEWO2A,NGET,"B-2-1c, B-3-1c",275,PENWORTHAM,53.7432543,-2.7561478,PENWORTHAM 275kV
PEWO2B,NGET,"B-2-1c, B-3-1c",275,PENWORTHAM,53.7432543,-2.7561478,PENWORTHAM 275kV
PEWO2C,NGET,B-2-1c,275,PENWORTHAM,53.7432543,-2.7561478,PENWORTHAM 275kV
PEWO2D,NGET,B-2-1c,275,PENWORTHAM,53.7432543,-2.7561478,PENWORTHAM 275kV
PEWO41,NGET,"B-2-1c, B-3-1c, B-4-1c, B-4-2c",400,PENWORTHAM,53.7432543,-2.7561478,PENWORTHAM 400kV
PEWO4A,NGET,"B-2-1c, B-3-1c",400,PENWORTHAM,53.7432543,-2.7561478,PENWORTHAM 400kV
PEWO4B,NGET,"B-2-1c, B-3-1c",400,PENWORTHAM,53.7432543,-2.7561478,PENWORTHAM 400kV
PITS21,NGET,"B-2-1c, B-2-2c, B-3-1c",275,PITSMOOR,53.4007401,-1.4437,PITSMOOR 275kV
PITS31,NGET,"B-3-1c, B-4-1c",33,PITSMOOR,53.4007401,-1.4437,PITSMOOR 33kV
PITS32,NGET,B-3-1c,33,PITSMOOR,53.4007401,-1.4437,PITSMOOR 33kV
PLOE3-,SPT,B-2-2b,33,PENCLOE,,,PENCLOE 33kV
POAB11,NGET,B-3-2c,132,POAB (Node Name used),51.747823,-4.066795,POAB (Node Name used) 132kV
POAB41,NGET,"B-2-2c, B-3-2c",400,PONT ABRAHAM,51.747823,-4.066795,PONT ABRAHAM 400kV
POGB3-,SPT,"B-2-1b, B-2-2b",33,POGBIE,,,POGBIE 33kV
POOB2Q,SPT,"B-2-1b, B-3-1b",275,PORTOBELLO,55.95399516,-3.12500226,PORTOBELLO 275kV
POOB2R,SPT,"B-2-1b, B-3-1b",275,PORTOBELLO,55.95399516,-3.12500226,PORTOBELLO 275kV
POOB3-,SPT,B-3-1b,33,PORTOBELLO,55.95399516,-3.12500226,PORTOBELLO 33kV
POPP21,NGET,"B-2-1c, B-2-2c, B-3-1c",275,POPPLETON,53.9750619,-1.1316572,POPPLETON 275kV
POPP31,NGET,B-3-1c,33,POPPLETON,53.9750619,-1.1316572,POPPLETON 33kV
PORA1R,SHET,"B-2-1a, B-2-2a",132,PORT ANN,56.028608,-5.356663,PORT ANN 132kV
PORA1S,SHET,"B-2-1a, B-2-2a",132,PORT ANN,56.028608,-5.356663,PORT ANN 132kV
PORA1T,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",132,PORT ANN,56.028608,-5.356663,PORT ANN 132kV
PORA1U,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",132,PORT ANN,56.028608,-5.356663,PORT ANN 132kV
PORA3-,SHET,"B-3-1a, B-3-2a",33,PORT ANN,56.028608,-5.356663,PORT ANN 33kV
PORD2Q,SPT,"B-2-1b, B-3-1b",275,PORT DUNDAS,55.874116,-4.255687,PORT DUNDAS 275kV
PORD2R,SPT,"B-2-1b, B-3-1b, B-3-2b",275,PORT DUNDAS,55.874116,-4.255687,PORT DUNDAS 275kV
PORD3-,SPT,"B-3-1b, B-3-2b",33,PORT DUNDAS,55.874116,-4.255687,PORT DUNDAS 33kV
PORH11,NGET,"B-3-1c, B-4-1c",132,PORT HAM,51.8791857,-2.2538966,PORT HAM 132kV
PRST3A,SPT,B-2-1b,33,PRIESTGILL,,,PRIESTGILL 33kV
PUDM41,NGET,B-2-1c,400,PUDDING MILL LANE,51.531387,-0.014417,PUDDING MILL LANE 400kV
PYLE11,NGET,B-3-1c,132,PYLE,51.5359037,-3.687792,PYLE 132kV
PYLE21,NGET,"B-2-1c, B-3-1c",275,PYLE,51.5359037,-3.687792,PYLE 275kV
QUAN1-,SPT,"B-2-2b, B-3-2b",132,QUANTANS HILL,,,QUANTANS HILL 132kV
QUAN3-,SPT,B-3-2b,33,QUANTANS HILL,,,QUANTANS HILL 33kV
QUER4A,NGET,B-2-1c,400,QUERNMOOR,54.047049,-2.741793,QUERNMOOR 400kV
QUER4B,NGET,B-2-1c,400,QUERNMOOR,54.047049,-2.741793,QUERNMOOR 400kV
QUOI1-,SHET,"B-2-1a, B-3-1a",132,QUOICH,57.062778,-5.123515,QUOICH 132kV
QUOI1Q,SHET,"B-2-1a, B-2-2a",132,QUOICH,57.062778,-5.123515,QUOICH 132kV
QUOI5-,SHET,B-3-1a,11,QUOICH,57.062778,-5.123515,QUOICH 11kV
RAIN11,NGET,"B-3-1c, B-4-1c",132,RAINHILL,53.4212031,-2.7388516,RAINHILL 132kV
RAIN12,NGET,"B-3-1c, B-4-1c",132,RAINHILL,53.4212031,-2.7388516,RAINHILL 132kV
RAIN21,NGET,"B-2-1c, B-3-1c",275,RAINHILL,53.4212031,-2.7388516,RAINHILL 275kV
RANN1Q,SHET,"B-2-1a, B-3-1a",132,RANNOCH,56.693274,-4.401459,RANNOCH 132kV
RANN1R,SHET,"B-2-1a, B-3-1a",132,RANNOCH,56.693274,-4.401459,RANNOCH 132kV
RANN3Q,SHET,B-3-1a,33,RANNOCH,56.693274,-4.401459,RANNOCH 33kV
RASS11,NGET,B-3-1c,132,RASSAU,51.808329,-3.226677,RASSAU 132kV
RASS41,NGET,"B-2-1c, B-3-1c",400,RASSAU,51.808329,-3.226677,RASSAU 400kV
RATS11,NGET,B-3-1c,132,RATCLIFFE-ON-SOAR,52.8637671,-1.2559919,RATCLIFFE-ON-SOAR 132kV
RATS12,NGET,B-3-1c,132,RATCLIFFE-ON-SOAR,52.8637671,-1.2559919,RATCLIFFE-ON-SOAR 132kV
RATS2A,NGET,"B-2-1c, B-3-1c",275,RATCLIFFE-ON-SOAR,52.8637671,-1.2559919,RATCLIFFE-ON-SOAR 275kV
RATS41,NGET,"B-2-1c, B-2-2c, B-3-1c, B-4-1c",400,RATCLIFFE-ON-SOAR,52.8637671,-1.2559919,RATCLIFFE-ON-SOAR 400kV
RAVE3S,SPT,B-2-1b,33,RAVENSCRAIG,,,RAVENSCRAIG 33kV
RAVE3T,SPT,B-2-1b,33,RAVENSCRAIG,,,RAVENSCRAIG 33kV
RAYL41,NGET,"B-2-1c, B-3-1c, B-4-1c",400,RAYLEIGH,51.5940746,0.5664544,RAYLEIGH 400kV
RAYM11,NGET,B-3-1c,132,RAYLEIGH MAIN,51.5936524,0.5685032,RAYLEIGH MAIN 132kV
REBR21,NGET,"B-2-1c, B-3-1c",275,REDBRIDGE,51.5885437,0.0429943,REDBRIDGE 275kV
REBR22,NGET,"B-2-1c, B-3-1c",275,REDBRIDGE,51.5885437,0.0429943,REDBRIDGE 275kV
REBR31,NGET,B-3-1c,33,REDBRIDGE,51.5885437,0.0429943,REDBRIDGE 33kV
REBR32,NGET,B-3-1c,33,REDBRIDGE,51.5885437,0.0429943,REDBRIDGE 33kV
REDH1-,SPT,"B-2-1b, B-2-2b, B-3-1b",132,REDHOUSE,56.14607,-3.146104,REDHOUSE 132kV
REDH3-,SPT,B-3-1b,33,REDHOUSE,56.14607,-3.146104,REDHOUSE 33kV
REDM1Q,SHET,"B-2-1a, B-2-2a, B-3-1a",132,REDMOSS,57.108523,-2.092207,REDMOSS 132kV
REDM1R,SHET,"B-2-1a, B-2-2a, B-3-1a",132,REDMOSS,57.108523,-2.092207,REDMOSS 132kV
REDM3-,SHET,B-3-1a,33,REDMOSS,57.108523,-2.092207,REDMOSS 33kV
REDS1A,SPT,"B-2-2b, B-3-2b",132,REDSHAW,,,REDSHAW 132kV
REDS3A,SPT,B-3-2b,33,REDSHAW,,,REDSHAW 33kV
REDS4-,SPT,"B-2-2b, B-3-2b",400,REDSHAW,,,REDSHAW 400kV
REJO2A,SHET,B-2-2a,275,RED JOHN PSH STORAGE,,,RED JOHN PSH STORAGE 275kV
REJO2B,SHET,B-2-2a,275,RED JOHN PSH STORAGE,,,RED JOHN PSH STORAGE 275kV
RHIG41,NGET,B-2-1c,400,RHIGOS,51.7465632,-3.5449697,RHIGOS 400kV
RICH11,NGET,B-3-1c,132,RICHBOROUGH,51.31155,1.34414,RICHBOROUGH 132kV
RICH41,NGET,"B-2-1c, B-3-1c, B-4-1c",400,RICHBOROUGH,51.31155,1.34414,RICHBOROUGH 400kV
ROCH11,NGET,"B-3-1c, B-4-1c",132,ROCHDALE,53.6219454,-2.2168146,ROCHDALE 132kV
ROCH12,NGET,B-3-1c,132,ROCHDALE,53.6219454,-2.2168146,ROCHDALE 132kV
ROCH21,NGET,"B-2-1c, B-3-1c",275,ROCHDALE,53.6219454,-2.2168146,ROCHDALE 275kV
ROCH4A,NGET,"B-2-1c, B-3-1c",400,ROCHDALE,53.6219454,-2.2168146,ROCHDALE 400kV
ROCK1A,NGET,B-3-1c,132,ROCKSAVAGE,53.3149759,-2.7249682,ROCKSAVAGE 132kV
ROCK41,NGET,"B-2-1c, B-3-1c",400,ROCKSAVAGE,53.3149759,-2.7249682,ROCKSAVAGE 400kV
ROTI3-,SHET,B-3-1a,33,ROTHIENORMAN,57.408173,-2.515934,ROTHIENORMAN 33kV
ROTI4J,SHET,"B-2-1a, B-2-2a, B-3-1a",400,ROTHIENORMAN,57.408173,-2.515934,ROTHIENORMAN 400kV
ROTI4K,SHET,"B-2-1a, B-2-2a, B-3-1a",400,ROTHIENORMAN,57.408173,-2.515934,ROTHIENORMAN 400kV
ROWD41,NGET,"B-2-1c, B-4-2c",400,ROWDOWN,51.3519169,-0.0035626,ROWDOWN 400kV
ROWD42,NGET,B-2-1c,400,ROWDOWN,51.3519169,-0.0035626,ROWDOWN 400kV
ROWD4A,NGET,B-2-1c,400,ROWDOWN,51.3519169,-0.0035626,ROWDOWN 400kV
ROWD4B,NGET,B-2-1c,400,ROWDOWN,51.3519169,-0.0035626,ROWDOWN 400kV
RUGE11,NGET,B-3-1c,132,RUGELEY,52.7566748,-1.9149739,RUGELEY 132kV
RUGE41,NGET,"B-2-1c, B-3-1c",400,RUGELEY,52.7566748,-1.9149739,RUGELEY 400kV
RYEH11,NGET,B-3-1c,132,RYE HOUSE,51.7590371,0.0085411,RYE HOUSE 132kV
RYEH12,NGET,B-3-1c,132,RYE HOUSE,51.7590371,0.0085411,RYE HOUSE 132kV
RYEH13,NGET,B-3-1c,132,RYE HOUSE,51.7590371,0.0085411,RYE HOUSE 132kV
RYEH41,NGET,"B-2-1c, B-2-2c, B-3-1c, B-4-1c",400,RYE HOUSE,51.7590371,0.0085411,RYE HOUSE 400kV
RYEH42,NGET,"B-2-1c, B-3-1c",400,RYE HOUSE,51.7590371,0.0085411,RYE HOUSE 400kV
RYEH43,NGET,"B-2-1c, B-3-1c",400,RYE HOUSE,51.7590371,0.0085411,RYE HOUSE 400kV
RYEH4A,NGET,"B-2-1c, B-2-2c",400,RYE HOUSE,51.7590371,0.0085411,RYE HOUSE 400kV
RYEH4B,NGET,"B-2-1c, B-2-2c",400,RYE HOUSE,51.7590371,0.0085411,RYE HOUSE 400kV
RYHA4A,NGET,B-2-1c,400,RYHALL,52.686609,-0.45843,RYHALL 400kV
RYHA4B,NGET,B-2-1c,400,RYHALL,52.686609,-0.45843,RYHALL 400kV
SACO1Q,SPT,"B-2-1b, B-3-1b",132,SALTCOATS,55.64673,-4.796628,SALTCOATS 132kV
SACO1R,SPT,"B-2-1b, B-3-1b",132,SALTCOATS,55.64673,-4.796628,SALTCOATS 132kV
SACO3J,SPT,B-3-1b,33,SALTCOATS,55.64673,-4.796628,SALTCOATS 33kV
SACO3K,SPT,B-3-1b,33,SALTCOATS,55.64673,-4.796628,SALTCOATS 33kV
SAEN11,NGET,B-3-1c,132,SALTEND NORTH,53.7419706,-0.2384976,SALTEND NORTH 132kV
SAEN21,NGET,"B-2-1c, B-3-1c",275,SALTEND NORTH,53.7419706,-0.2384976,SALTEND NORTH 275kV
SAES21,NGET,B-2-1c,275,SALTEND SOUTH,53.7371555,-0.2428977,SALTEND SOUTH 275kV
SAFO11,NGET,B-3-1c,132,SANDFORD,51.339276,-2.841273,SANDFORD 132kV
SAFO41,NGET,"B-2-1c, B-3-1c, B-4-1c",400,SANDFORD,51.339276,-2.841273,SANDFORD 400kV
SAKN1-,SPT,"B-2-1b, B-2-2b, B-3-1b",132,SANDY KNOWE,,,SANDY KNOWE 132kV
SAKN3-,SPT,B-3-1b,33,SANDY KNOWE,,,SANDY KNOWE 33kV
SALH11,NGET,B-3-1c,132,SALTHOLME,54.6055098,-1.2377826,SALTHOLME 132kV
SALH21,NGET,"B-2-1c, B-3-1c",275,SALTHOLME,54.6055098,-1.2377826,SALTHOLME 275kV
SALH41,NGET,"B-2-1c, B-2-2c",400,SALTHOLME,54.6055098,-1.2377826,SALTHOLME 400kV
SALH42,NGET,"B-2-1c, B-2-2c",400,SALTHOLME,54.6055098,-1.2377826,SALTHOLME 400kV
SALM1A,SHET,B-2-2a,132,SALAMANDER OFFSHORE WIND FARM,,,SALAMANDER OFFSHORE WIND FARM 132kV
SALM1B,SHET,B-2-2a,132,SALAMANDER OFFSHORE WIND FARM,,,SALAMANDER OFFSHORE WIND FARM 132kV
SALM1C,SHET,B-2-2a,132,SALAMANDER OFFSHORE WIND FARM,,,SALAMANDER OFFSHORE WIND FARM 132kV
SANQ1-,SPT,B-2-2b,132,SANQUHAR II WIND FARM,,,SANQUHAR II WIND FARM 132kV
SANX1Q,SPT,"B-2-1b, B-3-1b",132,ST ANDREWS CROSS,51.921883,-2.590319,ST ANDREWS CROSS 132kV
SANX1R,SPT,"B-2-1b, B-3-1b",132,ST ANDREWS CROSS,51.921883,-2.590319,ST ANDREWS CROSS 132kV
SANX3-,SPT,B-3-1b,33,ST ANDREWS CROSS,51.921883,-2.590319,ST ANDREWS CROSS 33kV
SASA11,NGET,B-3-1c,132,ST ASAPHS,53.251551,-3.477292,ST ASAPHS 132kV
SCOP1-,SPT,B-2-2b,132,SCOOP HILL WIND FARM,,,SCOOP HILL WIND FARM 132kV
SCOP1A,SPT,B-2-2b,132,SCOOP HILL WIND FARM,,,SCOOP HILL WIND FARM 132kV
SEAB11,NGET,B-3-1c,132,SEABANK,51.5371121,-2.6700204,SEABANK 132kV
SEAB41,NGET,"B-2-1c, B-3-1c",400,SEABANK,51.5371121,-2.6700204,SEABANK 400kV
SELL11,NGET,B-3-1c,132,SELLINDGE,51.1065066,0.976096,SELLINDGE 132kV
SELL12,NGET,B-3-1c,132,SELLINDGE,51.1065066,0.976096,SELLINDGE 132kV
SELL13,NGET,B-3-1c,132,SELLINDGE,51.1065066,0.976096,SELLINDGE 132kV
SELL4A,NGET,"B-2-1c, B-3-1c, B-4-1c",400,SELLINDGE,51.1065066,0.976096,SELLINDGE 400kV
SELL4B,NGET,B-2-1c,400,SELLINDGE,51.1065066,0.976096,SELLINDGE 400kV
SELL4C,NGET,B-2-1c,400,SELLINDGE,51.1065066,0.976096,SELLINDGE 400kV
SELL4D,NGET,B-2-1c,400,SELLINDGE,51.1065066,0.976096,SELLINDGE 400kV
SELL4E,NGET,B-2-1c,400,SELLINDGE,51.1065066,0.976096,SELLINDGE 400kV
SELL4F,NGET,B-2-1c,400,SELLINDGE,51.1065066,0.976096,SELLINDGE 400kV
SFEE1A,SHET,B-2-1a,132,ST FERGUS EAST,57.57544,-1.855522,ST FERGUS EAST 132kV
SFEE1B,SHET,B-2-1a,132,ST FERGUS EAST,57.57544,-1.855522,ST FERGUS EAST 132kV
SFEE1C,SHET,"B-2-1a, B-3-1a",132,ST FERGUS EAST,57.57544,-1.855522,ST FERGUS EAST 132kV
SFEE1D,SHET,"B-2-1a, B-3-1a",132,ST FERGUS EAST,57.57544,-1.855522,ST FERGUS EAST 132kV
SFEE5-,SHET,B-3-1a,11,ST FERGUS EAST,57.57544,-1.855522,ST FERGUS EAST 11kV
SFEG1Q,SHET,B-2-1a,132,ST FERGUS GAS TERMINAL,57.574137,-1.849078,ST FERGUS GAS TERMINAL 132kV
SFEG1R,SHET,B-2-1a,132,ST FERGUS GAS TERMINAL,57.574137,-1.849078,ST FERGUS GAS TERMINAL 132kV
SFEM1Q,SHET,B-2-1a,132,ST FERGUS MOBIL,57.565719,-1.880487,ST FERGUS MOBIL 132kV
SFEM1R,SHET,B-2-1a,132,ST FERGUS MOBIL,57.565719,-1.880487,ST FERGUS MOBIL 132kV
SFER1J,SHET,B-2-1a,132,ST FERGUS,57.574137,-1.849078,ST FERGUS 132kV
SFER1K,SHET,B-2-1a,132,ST FERGUS,57.574137,-1.849078,ST FERGUS 132kV
SFER1L,SHET,"B-2-1a, B-2-2a",132,ST FERGUS,57.574137,-1.849078,ST FERGUS 132kV
SFER1M,SHET,"B-2-1a, B-2-2a",132,ST FERGUS,57.574137,-1.849078,ST FERGUS 132kV
SFEV1S,SHET,B-2-1a,132,ST FERGUS VSD,57.565719,-1.880487,ST FERGUS VSD 132kV
SFEV1T,SHET,B-2-1a,132,ST FERGUS VSD,57.565719,-1.880487,ST FERGUS VSD 132kV
SFIL1Q,SHET,"B-2-1a, B-3-1a, B-3-2a",132,ST FILLANS,56.39590817,-4.11709879,ST FILLANS 132kV
SFIL5-,SHET,"B-3-1a, B-3-2a",11,ST FILLANS,56.39590817,-4.11709879,ST FILLANS 11kV
SGRX2-,SHET,B-2-1a,275,SEAGREEN ONE 275KV ONSHORE,,,SEAGREEN ONE 275KV ONSHORE 275kV
SGRX2-,SHET,B-2-1a,275,SEAGREEN ONE 275KV ONSHORE,,,SEAGREEN ONE 275KV ONSHORE 275kV
SHBA41,NGET,B-2-1c,400,SOUTH HUMBER BANK,53.6013637,-0.1462557,SOUTH HUMBER BANK 400kV
SHEC21,NGET,"B-2-1c, B-3-1c",275,SHEFFIELD CITY,53.3747289,-1.4786245,SHEFFIELD CITY 275kV
SHEC31,NGET,B-3-1c,33,SHEFFIELD CITY,53.3747289,-1.4786245,SHEFFIELD CITY 33kV
SHEE11,NGET,B-3-1c,132,SHEERNESS,51.434574,0.767132,SHEERNESS 132kV
SHIN1-,SHET,"B-2-1a, B-2-2a, B-3-1a",132,SHIN,57.943622,-4.414325,SHIN 132kV
SHIN1A,SHET,B-2-2a,132,SHIN,57.943622,-4.414325,SHIN 132kV
SHIN1B,SHET,B-2-2a,132,SHIN,57.943622,-4.414325,SHIN 132kV
SHIN3-,SHET,B-3-1a,33,SHIN,57.943622,-4.414325,SHIN 33kV
SHIN5-,SHET,B-3-1a,11,SHIN,57.943622,-4.414325,SHIN 11kV
SHRE11,NGET,B-3-1c,132,SHREWSBURY,52.709027,-2.6927825,SHREWSBURY 132kV
SHRE4A,NGET,B-2-1c,400,SHREWSBURY,52.709027,-2.6927825,SHREWSBURY 400kV
SHRE4B,NGET,"B-2-1c, B-3-1c",400,SHREWSBURY,52.709027,-2.6927825,SHREWSBURY 400kV
SHRG1T,SPT,B-2-2b,132,SHEPHERDS RIG,,,SHEPHERDS RIG 132kV
SHRU2Q,SPT,"B-2-1b, B-3-1b",275,SHRUBHILL,55.965474,-3.185627,SHRUBHILL 275kV
SHRU2R,SPT,"B-2-1b, B-3-1b",275,SHRUBHILL,55.965474,-3.185627,SHRUBHILL 275kV
SHRU3A,SPT,B-3-1b,33,SHRUBHILL,55.965474,-3.185627,SHRUBHILL 33kV
SHRU3B,SPT,B-3-1b,33,SHRUBHILL,55.965474,-3.185627,SHRUBHILL 33kV
SHUR41,NGET,B-2-1c,400,SHURTON,51.203884,-3.13685,SHURTON 400kV
SIGH2Q,SPT,"B-2-1b, B-2-2b, B-3-1b",275,SIGHTHILL,55.92899198,-3.30500698,SIGHTHILL 275kV
SIGH2R,SPT,"B-2-1b, B-2-2b, B-3-1b",275,SIGHTHILL,55.92899198,-3.30500698,SIGHTHILL 275kV
SIGH3A,SPT,B-3-1b,33,SIGHTHILL,55.92899198,-3.30500698,SIGHTHILL 33kV
SING41,NGET,B-2-1c,400,SINGLEWELL,51.4050233,0.3923595,SINGLEWELL 400kV
SIZE11,NGET,"B-2-1c, B-3-1c",132,SIZEWELL,52.2150044,1.616508,SIZEWELL 132kV
SIZE12,NGET,B-3-1c,132,SIZEWELL,52.2150044,1.616508,SIZEWELL 132kV
SIZE1A,NGET,"B-2-1c, B-3-1c",132,SIZEWELL,52.2150044,1.616508,SIZEWELL 132kV
SIZE1B,NGET,"B-2-1c, B-3-1c",132,SIZEWELL,52.2150044,1.616508,SIZEWELL 132kV
SIZE41,NGET,"B-2-1c, B-3-1c",400,SIZEWELL,52.2150044,1.616508,SIZEWELL 400kV
SJOW11,NGET,"B-3-1c, B-3-2c, B-4-1c",132,ST JOHNS WOOD,51.5275172,-0.1695604,ST JOHNS WOOD 132kV
SJOW12,NGET,B-3-1c,132,ST JOHNS WOOD,51.5275172,-0.1695604,ST JOHNS WOOD 132kV
SJOW13,NGET,"B-3-1c, B-3-2c",132,ST JOHNS WOOD,51.5275172,-0.1695604,ST JOHNS WOOD 132kV
SJOW21,NGET,"B-3-1c, B-3-2c, B-4-1c, B-4-2c",275,ST JOHNS WOOD,51.5275172,-0.1695604,ST JOHNS WOOD 275kV
SJOW41,NGET,"B-2-1c, B-2-2c, B-3-1c, B-3-2c, B-4-1c",400,ST JOHNS WOOD,51.5275172,-0.1695604,ST JOHNS WOOD 400kV
SKLG11,NGET,"B-3-1c, B-4-1c",132,SKELTON GRANGE,53.7769054,-1.4968681,SKELTON GRANGE 132kV
SKLG21,NGET,"B-2-1c, B-3-1c, B-4-1c",275,SKELTON GRANGE,53.7769054,-1.4968681,SKELTON GRANGE 275kV
SLCK1-,SHET,B-2-2a,132,SLICKLY WIND FARM,,,SLICKLY WIND FARM 132kV
SLKB1J,SHET,B-2-1a,132,SLACKBUIE,,,SLACKBUIE 132kV
SLKB1K,SHET,B-2-1a,132,SLACKBUIE,,,SLACKBUIE 132kV
SLKB1L,SHET,B-2-1a,132,SLACKBUIE,,,SLACKBUIE 132kV
SLKB1M,SHET,B-2-1a,132,SLACKBUIE,,,SLACKBUIE 132kV
SLOY1A,SHET,B-2-1a,132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1B,SHET,B-2-1a,132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1C,SHET,B-2-1a,132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1D,SHET,B-2-1a,132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1E,SHET,B-2-1a,132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1F,SHET,B-2-1a,132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1J,SHET,"B-2-1a, B-2-2a",132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1K,SHET,"B-2-1a, B-2-2a",132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1L,SHET,"B-2-1a, B-3-1a, B-3-2a",132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1M,SHET,"B-2-1a, B-3-1a, B-3-2a",132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1N,SHET,"B-2-1a, B-3-1a, B-3-2a",132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1P,SHET,"B-2-1a, B-3-1a, B-3-2a",132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY1T,SHET,B-2-1a,132,SLOY,56.245548,-4.728977,SLOY 132kV
SLOY5L,SHET,"B-3-1a, B-3-2a",11,SLOY,56.245548,-4.728977,SLOY 11kV
SLOY5M,SHET,"B-3-1a, B-3-2a",11,SLOY,56.245548,-4.728977,SLOY 11kV
SLOY5N,SHET,"B-3-1a, B-3-2a",11,SLOY,56.245548,-4.728977,SLOY 11kV
SLOY5P,SHET,"B-3-1a, B-3-2a",11,SLOY,56.245548,-4.728977,SLOY 11kV
SMAN11,NGET,B-3-1c,132,SOUTH MANCHESTER,53.4202883,-2.2762848,SOUTH MANCHESTER 132kV
SMAN12,NGET,B-3-1c,132,SOUTH MANCHESTER,53.4202883,-2.2762848,SOUTH MANCHESTER 132kV
SMAN21,NGET,"B-2-1c, B-3-1c",275,SOUTH MANCHESTER,53.4202883,-2.2762848,SOUTH MANCHESTER 275kV
SMEA1-,SPT,"B-2-1b, B-2-2b, B-3-1b",132,SMEATON,55.908509,-3.037632,SMEATON 132kV
SMEA2-,SPT,"B-2-1b, B-2-2b, B-3-1b",275,SMEATON,55.908509,-3.037632,SMEATON 275kV
SMEA3U,SPT,B-4-1b,33,SMEATON,55.908509,-3.037632,SMEATON 33kV
SMEA3V,SPT,B-4-1b,33,SMEATON,55.908509,-3.037632,SMEATON 33kV
SMEA4Q,SPT,"B-2-1b, B-2-2b",400,SMEATON,55.908509,-3.037632,SMEATON 400kV
SMEA4R,SPT,"B-2-1b, B-2-2b, B-3-1b",400,SMEATON,55.908509,-3.037632,SMEATON 400kV
SNQR3-,SPT,B-2-1b,33,SANQUHAR,,,SANQUHAR 33kV
SOKY1-,SPT,"B-2-1b, B-2-2b",132,SOUTH KYLE,57.28098159,-5.70974152,SOUTH KYLE 132kV
SPAV1Q,SPT,"B-2-1b, B-2-2b, B-3-1b",132,SPANGO VALLEY,55.937153,-4.813294,SPANGO VALLEY 132kV
SPAV1R,SPT,"B-2-1b, B-2-2b, B-3-1b",132,SPANGO VALLEY,55.937153,-4.813294,SPANGO VALLEY 132kV
SPAV3-,SPT,B-3-1b,33,SPANGO VALLEY,55.937153,-4.813294,SPANGO VALLEY 33kV
SPEN11,NGET,B-3-1c,132,SPENNYMOOR,54.7055445,-1.554805,SPENNYMOOR 132kV
SPEN41,NGET,"B-2-1c, B-2-2c, B-3-1c, B-4-1c, B-4-2c",400,SPENNYMOOR,54.7055445,-1.554805,SPENNYMOOR 400kV
SPEN42,NGET,"B-2-1c, B-2-2c, B-3-1c",400,SPENNYMOOR,54.7055445,-1.554805,SPENNYMOOR 400kV
SPIT1J,SHET,"B-2-1a, B-3-1a",132,SPITTAL,58.480125,-3.453938,SPITTAL 132kV
SPIT1K,SHET,"B-2-1a, B-3-1a",132,SPITTAL,58.480125,-3.453938,SPITTAL 132kV
SPIT1M,SHET,"B-2-1a, B-3-1a",132,SPITTAL,58.480125,-3.453938,SPITTAL 132kV
SPIT2J,SHET,"B-2-1a, B-3-1a, B-3-2a",275,SPITTAL,58.480125,-3.453938,SPITTAL 275kV
